gene_id	cell_group	Gene.Ontology.IDs
LOC105318132	13	GO:0097064
LOC105330266	1	GO:0001775
LOC105330266	1	GO:0005125
LOC105330266	1	GO:0005576
LOC105330266	1	GO:0005615
LOC105330266	1	GO:0007155
LOC105330266	1	GO:0007626
LOC105330266	1	GO:0008285
LOC105330266	1	GO:0010839
LOC105330266	1	GO:0030336
LOC105330266	1	GO:0030549
LOC105330266	1	GO:0038195
LOC105330266	1	GO:0050884
LOC105330266	1	GO:0070062
LOC105334607	8	GO:0000722
LOC105334607	8	GO:0000724
LOC105334607	8	GO:0000775
LOC105334607	8	GO:0000781
LOC105334607	8	GO:0000803
LOC105334607	8	GO:0003697
LOC105334607	8	GO:0005524
LOC105334607	8	GO:0005634
LOC105334607	8	GO:0005737
LOC105334607	8	GO:0006974
LOC105334607	8	GO:0007059
LOC105334607	8	GO:0016605
LOC105334607	8	GO:0016607
LOC105334607	8	GO:0016887
LOC105334607	8	GO:0018393
LOC105334607	8	GO:0019827
LOC105334607	8	GO:0030054
LOC105334607	8	GO:0030261
LOC105334607	8	GO:0030915
LOC105334607	8	GO:0034184
LOC105334607	8	GO:0035061
LOC105334607	8	GO:0035861
LOC105334607	8	GO:0044772
LOC105334607	8	GO:0051301
LOC105334607	8	GO:0051984
LOC105334607	8	GO:0071459
LOC105334607	8	GO:0090398
LOC105341338	3	GO:0004714
LOC105341338	3	GO:0005007
LOC105341338	3	GO:0005524
LOC105341338	3	GO:0005887
LOC105341338	3	GO:0006915
LOC105341338	3	GO:0007169
LOC105341338	3	GO:0008284
LOC105341338	3	GO:0017134
LOC105341338	3	GO:0033674
LOC105341338	3	GO:0043235
LOC105341338	3	GO:0043410
LOC105341338	3	GO:1902036
LOC105342811	3	GO:0002780
LOC105342811	3	GO:0030246
LOC105342811	3	GO:0042742
LOC105346311	7	GO:0001917
LOC105346311	7	GO:0002141
LOC105346311	7	GO:0002142
LOC105346311	7	GO:0005518
LOC105346311	7	GO:0005576
LOC105346311	7	GO:0005604
LOC105346311	7	GO:0005737
LOC105346311	7	GO:0007601
LOC105346311	7	GO:0007605
LOC105346311	7	GO:0009887
LOC105346311	7	GO:0009888
LOC105346311	7	GO:0016021
LOC105346311	7	GO:0016324
LOC105346311	7	GO:0016477
LOC105346311	7	GO:0017022
LOC105346311	7	GO:0032391
LOC105346311	7	GO:0032421
LOC105346311	7	GO:0034446
LOC105346311	7	GO:0035315
LOC105346311	7	GO:0036064
LOC105346311	7	GO:0042491
LOC105346311	7	GO:0042802
LOC105346311	7	GO:0045184
LOC105346311	7	GO:0045494
LOC105346311	7	GO:0048496
LOC105346311	7	GO:0050896
LOC105346311	7	GO:0050953
LOC105346311	7	GO:0051649
LOC105346311	7	GO:0060113
LOC105346311	7	GO:0060171
LOC105346311	7	GO:1990075
LOC105346311	7	GO:1990696
LOC105345931	4	GO:0000122
LOC105345931	4	GO:0000978
LOC105345931	4	GO:0000981
LOC105345931	4	GO:0001227
LOC105345931	4	GO:0002052
LOC105345931	4	GO:0003677
LOC105345931	4	GO:0003700
LOC105345931	4	GO:0005634
LOC105345931	4	GO:0005886
LOC105345931	4	GO:0005938
LOC105345931	4	GO:0006357
LOC105345931	4	GO:0007399
LOC105345931	4	GO:0007402
LOC105345931	4	GO:0007405
LOC105345931	4	GO:0007406
LOC105345931	4	GO:0007409
LOC105345931	4	GO:0007411
LOC105345931	4	GO:0007416
LOC105345931	4	GO:0007417
LOC105345931	4	GO:0007420
LOC105345931	4	GO:0007422
LOC105345931	4	GO:0007465
LOC105345931	4	GO:0008049
LOC105345931	4	GO:0008104
LOC105345931	4	GO:0008285
LOC105345931	4	GO:0010001
LOC105345931	4	GO:0010468
LOC105345931	4	GO:0010628
LOC105345931	4	GO:0010629
LOC105345931	4	GO:0014016
LOC105345931	4	GO:0043565
LOC105345931	4	GO:0043697
LOC105345931	4	GO:0045165
LOC105345931	4	GO:0045179
LOC105345931	4	GO:0045180
LOC105345931	4	GO:0045664
LOC105345931	4	GO:0045676
LOC105345931	4	GO:0045944
LOC105345931	4	GO:0048813
LOC105345931	4	GO:0050771
LOC105345931	4	GO:0050909
LOC105345931	4	GO:0051090
LOC105345931	4	GO:0055059
LOC105345931	4	GO:0055060
LOC105345931	4	GO:0060385
LOC105345931	4	GO:0061564
LOC105345931	4	GO:0070314
LOC105345931	4	GO:0070983
LOC105345931	4	GO:1900180
LOC105345931	4	GO:1902692
LOC105317802	11	GO:0005509
LOC105345100	14	GO:0003774
LOC105345100	14	GO:0003777
LOC105345100	14	GO:0005524
LOC105345100	14	GO:0005874
LOC105345100	14	GO:0005875
LOC105345100	14	GO:0005930
LOC105345100	14	GO:0007018
LOC105345100	14	GO:0008569
LOC105345100	14	GO:0016887
LOC105345100	14	GO:0030286
LOC105345100	14	GO:0045505
LOC105345100	14	GO:0051959
LOC105321187	12	GO:0001518
LOC105321187	12	GO:0005244
LOC105321187	12	GO:0005248
LOC105321187	12	GO:0005887
LOC105321187	12	GO:0006812
LOC105321187	12	GO:0006813
LOC105321187	12	GO:0006814
LOC105321187	12	GO:0015871
LOC105321187	12	GO:0019228
LOC105321187	12	GO:0030424
LOC105321187	12	GO:0034765
LOC105321187	12	GO:0035725
LOC105321187	12	GO:0086010
LOC105321187	12	GO:0100001
LOC105333922	4	GO:0000785
LOC105333922	4	GO:0000976
LOC105333922	4	GO:0000978
LOC105333922	4	GO:0000981
LOC105333922	4	GO:0001228
LOC105333922	4	GO:0003700
LOC105333922	4	GO:0005634
LOC105333922	4	GO:0005730
LOC105333922	4	GO:0006357
LOC105333922	4	GO:0008301
LOC105333922	4	GO:0009653
LOC105333922	4	GO:0009792
LOC105333922	4	GO:0030154
LOC105333922	4	GO:0042472
LOC105333922	4	GO:0043231
LOC105333922	4	GO:0043565
LOC105333922	4	GO:0045944
LOC105333922	4	GO:1990837
LOC105333915	10	GO:0000182
LOC105333915	10	GO:0000785
LOC105333915	10	GO:0003416
LOC105333915	10	GO:0005634
LOC105333915	10	GO:0005654
LOC105333915	10	GO:0006355
LOC105333915	10	GO:0043586
LOC105333915	10	GO:0046872
LOC105333915	10	GO:0060021
LOC105333915	10	GO:0060485
LOC117689456	6	NA
LOC105341333	5	GO:0000978
LOC105341333	5	GO:0000981
LOC105341333	5	GO:0002074
LOC105341333	5	GO:0005634
LOC105341333	5	GO:0005667
LOC105341333	5	GO:0005737
LOC105341333	5	GO:0006357
LOC105341333	5	GO:0006915
LOC105341333	5	GO:0014857
LOC105341333	5	GO:0021984
LOC105341333	5	GO:0043282
LOC105341333	5	GO:0045892
LOC105341333	5	GO:0048741
LOC105341333	5	GO:0048839
LOC105341333	5	GO:0048935
LOC105341333	5	GO:0051146
LOC105340122	8	GO:0000285
LOC105340122	8	GO:0000329
LOC105340122	8	GO:0005524
LOC105340122	8	GO:0005739
LOC105340122	8	GO:0010008
LOC105340122	8	GO:0010511
LOC105340122	8	GO:0016310
LOC105340122	8	GO:0032266
LOC105340122	8	GO:0046854
LOC105340122	8	GO:0046872
LOC105340122	8	GO:0070772
LOC105340122	8	GO:1903100
LOC105338883	11	GO:0001534
LOC105338883	11	GO:0001535
LOC105338883	11	GO:0003341
LOC105338883	11	GO:0005654
LOC105338883	11	GO:0005730
LOC105338883	11	GO:0005929
LOC105338883	11	GO:0005930
LOC105338883	11	GO:0035082
LOC105338883	11	GO:0060294
LOC105338883	11	GO:0062177
LOC105338883	11	GO:0120221
LOC105328118	10	GO:0000977
LOC105328118	10	GO:0000981
LOC105328118	10	GO:0003322
LOC105328118	10	GO:0005634
LOC105328118	10	GO:0006357
LOC105328118	10	GO:0021537
LOC105328118	10	GO:0021539
LOC105328118	10	GO:0021794
LOC105328118	10	GO:0048484
LOC105328118	10	GO:0048666
LOC105328118	4	GO:0000977
LOC105328118	4	GO:0000981
LOC105328118	4	GO:0003322
LOC105328118	4	GO:0005634
LOC105328118	4	GO:0006357
LOC105328118	4	GO:0021537
LOC105328118	4	GO:0021539
LOC105328118	4	GO:0021794
LOC105328118	4	GO:0048484
LOC105328118	4	GO:0048666
LOC105318644	13	NA
LOC117689486	12	GO:0005794
LOC117689486	12	GO:0007214
LOC117689486	12	GO:0016567
LOC117689486	12	GO:0030431
LOC117689486	12	GO:0046580
LOC117689486	12	GO:0070328
LOC117689486	12	GO:0070875
LOC105340345	14	GO:0004801
LOC105340345	14	GO:0005737
LOC105340345	14	GO:0005975
LOC105340345	14	GO:0006098
LOC105340345	14	GO:0016832
LOC105328490	13	GO:0005509
LOC105328490	13	GO:0005829
LOC105328490	13	GO:0005886
LOC105328490	13	GO:0005905
LOC105328490	13	GO:0006895
LOC105328490	13	GO:0006897
LOC105328490	13	GO:0015031
LOC105328490	13	GO:0016197
LOC105328490	13	GO:0016235
LOC105328490	13	GO:0017124
LOC105328490	13	GO:0019065
LOC105328490	13	GO:0030122
LOC105328490	13	GO:0030132
LOC105328490	13	GO:0030136
LOC105328490	13	GO:0031593
LOC105328490	13	GO:0031901
LOC105328490	13	GO:0032880
LOC105328490	13	GO:0042802
LOC105328490	13	GO:0043231
LOC105328490	13	GO:0046718
LOC105328490	13	GO:0048268
LOC105328490	13	GO:0060170
LOC105337859	9	GO:0001525
LOC105337859	9	GO:0003924
LOC105337859	9	GO:0005525
LOC105337859	9	GO:0005886
LOC105337859	9	GO:0006897
LOC105337859	9	GO:0007163
LOC105337859	9	GO:0008360
LOC105337859	9	GO:0010594
LOC105337859	9	GO:0030036
LOC105337859	9	GO:0032488
LOC105337859	9	GO:0061299
LOC105337859	9	GO:0070062
LOC105337859	9	GO:0090050
LOC105337859	9	GO:1903670
LOC105339545	3	GO:0000050
LOC105339545	3	GO:0004053
LOC105339545	3	GO:0006525
LOC105339545	3	GO:0046872
LOC105320196	1	GO:0005509
LOC105320196	1	GO:0005576
LOC105320196	1	GO:0005783
LOC105320196	1	GO:0005793
LOC105320196	1	GO:0005794
LOC105320196	1	GO:0007420
LOC105320196	1	GO:0015031
LOC105320196	1	GO:0016192
LOC105320196	1	GO:0019752
LOC105320196	1	GO:0060548
LOC105343814	1	GO:0003729
LOC105343814	1	GO:0003743
LOC105343814	1	GO:0016281
LOC105319105	8	GO:0000775
LOC105319105	8	GO:0003677
LOC105319105	8	GO:0005634
LOC105319105	8	GO:0007049
LOC105319105	8	GO:0051301
LOC105339284	12	GO:0005615
LOC105339284	12	GO:0005654
LOC105339284	12	GO:0005813
LOC105339284	12	GO:0005814
LOC105339284	12	GO:0005829
LOC105339284	12	GO:0006281
LOC105339284	12	GO:0007049
LOC105339284	12	GO:0051301
LOC105339284	12	GO:0060271
LOC105339284	12	GO:0097539
LOC105344501	12	GO:0000122
LOC105344501	12	GO:0001503
LOC105344501	12	GO:0002158
LOC105344501	12	GO:0002548
LOC105344501	12	GO:0005125
LOC105344501	12	GO:0005164
LOC105344501	12	GO:0005576
LOC105344501	12	GO:0005615
LOC105344501	12	GO:0005737
LOC105344501	12	GO:0005886
LOC105344501	12	GO:0005887
LOC105344501	12	GO:0006955
LOC105344501	12	GO:0007249
LOC105344501	12	GO:0007254
LOC105344501	12	GO:0010628
LOC105344501	12	GO:0019221
LOC105344501	12	GO:0019722
LOC105344501	12	GO:0030316
LOC105344501	12	GO:0032813
LOC105344501	12	GO:0033209
LOC105344501	12	GO:0033598
LOC105344501	12	GO:0034112
LOC105344501	12	GO:0036035
LOC105344501	12	GO:0038001
LOC105344501	12	GO:0042802
LOC105344501	12	GO:0043123
LOC105344501	12	GO:0043406
LOC105344501	12	GO:0043491
LOC105344501	12	GO:0044691
LOC105344501	12	GO:0045453
LOC105344501	12	GO:0045672
LOC105344501	12	GO:0045780
LOC105344501	12	GO:0045944
LOC105344501	12	GO:0046330
LOC105344501	12	GO:0050870
LOC105344501	12	GO:0051091
LOC105344501	12	GO:0051092
LOC105344501	12	GO:0051466
LOC105344501	12	GO:0051897
LOC105344501	12	GO:0055074
LOC105344501	12	GO:0060749
LOC105344501	12	GO:0070371
LOC105344501	12	GO:0071812
LOC105344501	12	GO:0071847
LOC105344501	12	GO:0071848
LOC105344501	12	GO:1902533
LOC105344501	12	GO:1904616
LOC105344501	12	GO:1990830
LOC105344501	12	GO:2001206
LOC105339352	10	GO:0003677
LOC105339352	10	GO:0005634
LOC105339352	10	GO:0007399
LOC105339352	10	GO:0014029
LOC105339352	10	GO:0046872
LOC105339354	10	GO:0001840
LOC105339354	10	GO:0003677
LOC105339354	10	GO:0003700
LOC105339354	10	GO:0005634
LOC105339354	10	GO:0005737
LOC105339354	10	GO:0014029
LOC105339354	10	GO:0014033
LOC105339354	10	GO:0014034
LOC105339354	10	GO:0016055
LOC105339354	10	GO:0021904
LOC105339354	10	GO:0022008
LOC105339354	10	GO:0030177
LOC105339354	10	GO:0042307
LOC105339354	10	GO:0045893
LOC105339354	10	GO:0045944
LOC105339354	10	GO:0046872
LOC105348069	4	GO:0000122
LOC105348069	4	GO:0000978
LOC105348069	4	GO:0000981
LOC105348069	4	GO:0005634
LOC105348069	4	GO:0005737
LOC105348069	4	GO:0006355
LOC105348069	4	GO:0009653
LOC105348069	4	GO:0016360
LOC105348069	4	GO:0030154
LOC105348069	4	GO:0030900
LOC105348069	4	GO:0043565
LOC105348069	4	GO:0045165
LOC105348069	4	GO:0045665
LOC105348069	4	GO:0045893
LOC105348069	4	GO:0045944
LOC105348069	4	GO:0048839
LOC105320997	5	GO:0005509
LOC105320997	5	GO:0016459
LOC105334836	2	GO:0001822
LOC105334836	2	GO:0001972
LOC105334836	2	GO:0004497
LOC105334836	2	GO:0005506
LOC105334836	2	GO:0005789
LOC105334836	2	GO:0006766
LOC105334836	2	GO:0006805
LOC105334836	2	GO:0008401
LOC105334836	2	GO:0016125
LOC105334836	2	GO:0016491
LOC105334836	2	GO:0016709
LOC105334836	2	GO:0019825
LOC105334836	2	GO:0020037
LOC105334836	2	GO:0032526
LOC105334836	2	GO:0033189
LOC105334836	2	GO:0034653
LOC105334836	2	GO:0042573
LOC105334836	2	GO:0048387
LOC105334836	2	GO:0062182
LOC105334836	2	GO:0062183
LOC105317061	5	GO:0005509
LOC105317061	5	GO:0016459
LOC117689752	1	GO:0004339
LOC117689752	1	GO:0004553
LOC117689752	1	GO:0004558
LOC117689752	1	GO:0005975
LOC117689752	1	GO:0016021
LOC117689752	1	GO:0030246
LOC117689753	1	GO:0004045
LOC117689753	1	GO:0005737
LOC117689753	1	GO:0006412
LOC105344530	9	GO:0005886
LOC105344530	9	GO:0016021
LOC105344530	9	GO:0022857
LOC105344238	13	NA
LOC105346676	8	GO:0003676
LOC105346676	8	GO:0005634
LOC105346676	8	GO:0007049
LOC105346676	8	GO:0051301
LOC105335285	3	GO:0003831
LOC105335285	3	GO:0006491
LOC105335285	3	GO:0016021
LOC105335285	3	GO:0032580
LOC105335285	3	GO:0035250
LOC105335285	3	GO:0042125
LOC105335285	3	GO:0043229
LOC105335285	3	GO:0046872
LOC105325626	7	GO:0008168
LOC105325626	7	GO:0008757
LOC105325626	7	GO:0071704
LOC105343313	1	GO:0000148
LOC105343313	1	GO:0003843
LOC105343313	1	GO:0005628
LOC105343313	1	GO:0005886
LOC105343313	1	GO:0005935
LOC105343313	1	GO:0006075
LOC105343313	1	GO:0008360
LOC105343313	1	GO:0016021
LOC105343313	1	GO:0030476
LOC105343313	1	GO:0046527
LOC105343313	1	GO:0051278
LOC105343313	1	GO:0071944
LOC105328983	2	GO:0004089
LOC105328983	2	GO:0005886
LOC105328983	2	GO:0006730
LOC105328983	2	GO:0008270
LOC105328983	2	GO:0016021
LOC105328983	2	GO:0016836
LOC105349033	8	GO:0016740
LOC117689669	1	GO:0003700
LOC117689669	1	GO:0005634
LOC117689669	1	GO:0030435
LOC117689669	1	GO:0048315
LOC105342064	1	GO:0003700
LOC105342064	1	GO:0005634
LOC105342064	1	GO:0030435
LOC105342064	1	GO:0048315
LOC105347548	9	GO:0000785
LOC105347548	9	GO:0000978
LOC105347548	9	GO:0000981
LOC105347548	9	GO:0001228
LOC105347548	9	GO:0003700
LOC105347548	9	GO:0005634
LOC105347548	9	GO:0006357
LOC105347548	9	GO:0008284
LOC105347548	9	GO:0021854
LOC105347548	9	GO:0030154
LOC105347548	9	GO:0030855
LOC105347548	9	GO:0035050
LOC105347548	9	GO:0043066
LOC105347548	9	GO:0043586
LOC105347548	9	GO:0045944
LOC105347548	9	GO:0048565
LOC105347548	9	GO:0050673
LOC105347548	9	GO:0050679
LOC105347548	9	GO:0055014
LOC105347548	9	GO:0055015
LOC105347548	9	GO:0060037
LOC105347548	9	GO:0060039
LOC105347548	9	GO:1904019
LOC105347548	9	GO:1904036
LOC105322816	13	GO:0000139
LOC105322816	13	GO:0007517
LOC105322816	13	GO:0008045
LOC105322816	13	GO:0008146
LOC105322816	13	GO:0016021
LOC105322816	13	GO:0016051
LOC105322816	13	GO:0030166
LOC105322816	13	GO:0030206
LOC105322816	13	GO:0047756
LOC117690118	13	GO:0005080
LOC117690118	13	GO:0005634
LOC117690118	13	GO:0005737
LOC117690118	13	GO:0005923
LOC117690118	13	GO:0005938
LOC117690118	13	GO:0007098
LOC117690118	13	GO:0007155
LOC117690118	13	GO:0007163
LOC117690118	13	GO:0007338
LOC117690118	13	GO:0007369
LOC117690118	13	GO:0007506
LOC117690118	13	GO:0008406
LOC117690118	13	GO:0009949
LOC117690118	13	GO:0016021
LOC117690118	13	GO:0016324
LOC117690118	13	GO:0030154
LOC117690118	13	GO:0031267
LOC117690118	13	GO:0040001
LOC117690118	13	GO:0043186
LOC117690118	13	GO:0051301
LOC117690118	13	GO:0060341
LOC105338658	4	NA
LOC105337598	7	GO:0002141
LOC105337598	7	GO:0002142
LOC105337598	7	GO:0005634
LOC105337598	7	GO:0005654
LOC105337598	7	GO:0005886
LOC105337598	7	GO:0005929
LOC105337598	7	GO:0007605
LOC105337598	7	GO:0032420
LOC105337598	7	GO:0032426
LOC105337598	7	GO:0042802
LOC105337598	7	GO:0045184
LOC105337598	7	GO:0050910
LOC105337598	7	GO:0051649
LOC105337598	7	GO:0060088
LOC105337598	7	GO:0060113
LOC105337598	7	GO:0060117
LOC105337598	7	GO:1990696
LOC105339321	4	GO:0000122
LOC105339321	4	GO:0000785
LOC105339321	4	GO:0000978
LOC105339321	4	GO:0000981
LOC105339321	4	GO:0001707
LOC105339321	4	GO:0001708
LOC105339321	4	GO:0001947
LOC105339321	4	GO:0003205
LOC105339321	4	GO:0005634
LOC105339321	4	GO:0006357
LOC105339321	4	GO:0007417
LOC105339321	4	GO:0007501
LOC105339321	4	GO:0008284
LOC105339321	4	GO:0010977
LOC105339321	4	GO:0014043
LOC105339321	4	GO:0023019
LOC105339321	4	GO:0032525
LOC105339321	4	GO:0043433
LOC105339321	4	GO:0045944
LOC105339321	4	GO:0061629
LOC105339321	4	GO:1990837
LOC105335804	11
LOC109617263	13	NA
LOC105334650	11	GO:0001664
LOC105334650	11	GO:0002177
LOC105334650	11	GO:0003779
LOC105334650	11	GO:0005739
LOC105334650	11	GO:0005829
LOC105334650	11	GO:0005879
LOC105334650	11	GO:0005929
LOC105334650	11	GO:0007286
LOC105334650	11	GO:0008104
LOC105334650	11	GO:0030544
LOC105334650	11	GO:0031072
LOC105334650	11	GO:0031625
LOC105334650	11	GO:0031982
LOC105334650	11	GO:0034620
LOC105334650	11	GO:0043005
LOC105334650	11	GO:0043014
LOC105334650	11	GO:0044297
LOC105334650	11	GO:0048487
LOC105334650	11	GO:0051087
LOC105334650	11	GO:0051879
LOC105334650	11	GO:0060548
LOC105334650	11	GO:0097225
LOC105339630	14	GO:0000122
LOC105339630	14	GO:0000976
LOC105339630	14	GO:0005634
LOC105339630	14	GO:0005667
LOC105339630	14	GO:0005700
LOC105339630	14	GO:0006334
LOC105339630	14	GO:0006338
LOC105339630	14	GO:0006355
LOC105339630	14	GO:0007307
LOC105339630	14	GO:0007346
LOC105339630	14	GO:0007379
LOC105339630	14	GO:0016573
LOC105339630	14	GO:0016575
LOC105339630	14	GO:0016581
LOC105339630	14	GO:0016589
LOC105339630	14	GO:0031497
LOC105339630	14	GO:0031507
LOC105339630	14	GO:0031523
LOC105339630	14	GO:0033186
LOC105339630	14	GO:0034728
LOC105339630	14	GO:0035097
LOC105339630	14	GO:0035098
LOC105339630	14	GO:0042393
LOC105339630	14	GO:0042803
LOC105339630	14	GO:0042826
LOC105339630	14	GO:0045892
LOC105339630	14	GO:0045893
LOC105339630	14	GO:0070822
LOC105339630	14	GO:0140718
LOC105347694	13	GO:0005524
LOC105347694	13	GO:0005886
LOC105347694	13	GO:0055085
LOC105324198	5	GO:0001662
LOC105324198	5	GO:0005234
LOC105324198	5	GO:0005886
LOC105324198	5	GO:0005887
LOC105324198	5	GO:0006874
LOC105324198	5	GO:0007215
LOC105324198	5	GO:0007268
LOC105324198	5	GO:0008066
LOC105324198	5	GO:0014069
LOC105324198	5	GO:0015276
LOC105324198	5	GO:0015277
LOC105324198	5	GO:0019228
LOC105324198	5	GO:0032983
LOC105324198	5	GO:0035249
LOC105324198	5	GO:0038023
LOC105324198	5	GO:0042734
LOC105324198	5	GO:0043025
LOC105324198	5	GO:0043524
LOC105324198	5	GO:0045211
LOC105324198	5	GO:0048169
LOC105324198	5	GO:0048172
LOC105324198	5	GO:0050804
LOC105324198	5	GO:0050806
LOC105324198	5	GO:0051402
LOC105324198	5	GO:0051967
LOC105324198	5	GO:0060080
LOC105324198	5	GO:0070161
LOC105324198	5	GO:0098686
LOC105324198	5	GO:0098978
LOC105324198	5	GO:0099171
LOC105324198	5	GO:0099507
LOC105324198	5	GO:0120169
LOC105324198	5	GO:1904315
LOC105332320	12	GO:0004970
LOC105332320	12	GO:0005234
LOC105332320	12	GO:0016021
LOC105332320	12	GO:0045211
LOC105332320	12	GO:0070161
LOC105332320	12	GO:0120169
LOC105330685	7	GO:0000149
LOC105330685	7	GO:0001786
LOC105330685	7	GO:0005509
LOC105330685	7	GO:0005544
LOC105330685	7	GO:0005886
LOC105330685	7	GO:0014059
LOC105330685	7	GO:0016021
LOC105330685	7	GO:0016192
LOC105330685	7	GO:0017156
LOC105330685	7	GO:0017158
LOC105330685	7	GO:0019905
LOC105330685	7	GO:0030276
LOC105330685	7	GO:0030672
LOC105330685	7	GO:0046928
LOC105330685	7	GO:0048792
LOC105330685	7	GO:0060291
LOC105330685	7	GO:0070161
LOC105330685	7	GO:0070382
LOC105330685	7	GO:0071277
LOC105330685	7	GO:0098686
LOC105337048	12	GO:0001843
LOC105337048	12	GO:0003139
LOC105337048	12	GO:0003148
LOC105337048	12	GO:0003223
LOC105337048	12	GO:0005509
LOC105337048	12	GO:0005905
LOC105337048	12	GO:0006898
LOC105337048	12	GO:0007605
LOC105337048	12	GO:0008584
LOC105337048	12	GO:0009897
LOC105337048	12	GO:0016021
LOC105337048	12	GO:0016324
LOC105337048	12	GO:0017124
LOC105337048	12	GO:0030001
LOC105337048	12	GO:0030424
LOC105337048	12	GO:0030425
LOC105337048	12	GO:0030514
LOC105337048	12	GO:0031526
LOC105337048	12	GO:0031904
LOC105337048	12	GO:0043235
LOC105337048	12	GO:0050769
LOC105337048	12	GO:0051087
LOC105337048	12	GO:0060068
LOC105337048	12	GO:0060982
LOC105337048	12	GO:0061156
LOC105337048	12	GO:0070447
LOC105337048	12	GO:0140058
LOC105337048	12	GO:1904447
LOC105337048	12	GO:1905167
LOC105332808	10	GO:0005634
LOC105332808	10	GO:0005737
LOC105332808	10	GO:0016491
LOC105332808	10	GO:0070728
LOC105332808	10	GO:1901031
LOC105332808	10	GO:1904262
LOC105348692	4	GO:0000139
LOC105348692	4	GO:0001736
LOC105348692	4	GO:0001737
LOC105348692	4	GO:0004672
LOC105348692	4	GO:0004674
LOC105348692	4	GO:0005615
LOC105348692	4	GO:0005737
LOC105348692	4	GO:0005886
LOC105348692	4	GO:0006468
LOC105348692	4	GO:0007219
LOC105348692	4	GO:0007267
LOC105348692	4	GO:0007446
LOC105348692	4	GO:0007474
LOC105348692	4	GO:0016021
LOC105348692	4	GO:0016055
LOC105348692	4	GO:0016348
LOC105348692	4	GO:0017147
LOC105348692	4	GO:0035159
LOC105348692	4	GO:0042067
LOC105348692	4	GO:0043393
LOC105348692	4	GO:0090175
LOC105348692	4	GO:0106310
LOC105324157	13	GO:0005737
LOC105324157	13	GO:0005886
LOC105324157	13	GO:0016021
LOC105347667	11	GO:0005737
LOC105347667	11	GO:0005829
LOC105347667	11	GO:0005930
LOC105347667	11	GO:0031514
LOC105347667	11	GO:0036126
LOC105347667	11	GO:0051082
LOC105347667	11	GO:0051085
LOC105347667	11	GO:0051087
LOC105347667	11	GO:0097224
LOC105347667	11	GO:1904158
LOC105336078	3	GO:0004497
LOC105336078	3	GO:0004499
LOC105336078	3	GO:0005789
LOC105336078	3	GO:0006082
LOC105336078	3	GO:0006739
LOC105336078	3	GO:0006805
LOC105336078	3	GO:0009404
LOC105336078	3	GO:0016020
LOC105336078	3	GO:0016021
LOC105336078	3	GO:0046322
LOC105336078	3	GO:0050660
LOC105336078	3	GO:0050661
LOC105336078	3	GO:0070995
LOC105336078	3	GO:0072592
LOC105336078	3	GO:0097009
LOC105344573	11	GO:0005737
LOC117691246	7	NA
LOC105345330	8	GO:0000070
LOC105345330	8	GO:0000281
LOC105345330	8	GO:0000775
LOC105345330	8	GO:0000776
LOC105345330	8	GO:0005634
LOC105345330	8	GO:0005721
LOC105345330	8	GO:0005737
LOC105345330	8	GO:0005819
LOC105345330	8	GO:0005874
LOC105345330	8	GO:0007059
LOC105345330	8	GO:0016572
LOC105345330	8	GO:0030496
LOC105345330	8	GO:0032133
LOC105345330	8	GO:0032991
LOC105345330	8	GO:0043539
LOC105345330	8	GO:0051257
LOC105345330	8	GO:0051310
LOC105345330	8	GO:0071902
LOC105345330	8	GO:1902412
LOC105345330	8	GO:1990385
LOC105326826	7	GO:0005737
LOC105326826	7	GO:0005868
LOC105326826	7	GO:0007018
LOC105326826	7	GO:0045505
LOC105326827	6	GO:0001640
LOC105326827	6	GO:0001932
LOC105326827	6	GO:0002029
LOC105326827	6	GO:0004930
LOC105326827	6	GO:0005737
LOC105326827	6	GO:0005886
LOC105326827	6	GO:0005887
LOC105326827	6	GO:0006355
LOC105326827	6	GO:0006417
LOC105326827	6	GO:0006448
LOC105326827	6	GO:0006468
LOC105326827	6	GO:0007205
LOC105326827	6	GO:0007206
LOC105326827	6	GO:0007216
LOC105326827	6	GO:0007268
LOC105326827	6	GO:0007611
LOC105326827	6	GO:0007612
LOC105326827	6	GO:0007626
LOC105326827	6	GO:0008066
LOC105326827	6	GO:0030296
LOC105326827	6	GO:0031687
LOC105326827	6	GO:0035584
LOC105326827	6	GO:0040013
LOC105326827	6	GO:0042802
LOC105326827	6	GO:0043197
LOC105326827	6	GO:0043198
LOC105326827	6	GO:0043410
LOC105326827	6	GO:0048170
LOC105326827	6	GO:0050808
LOC105326827	6	GO:0050890
LOC105326827	6	GO:0051966
LOC105326827	6	GO:0061098
LOC105326827	6	GO:0097449
LOC105326827	6	GO:0098685
LOC105326827	6	GO:0098839
LOC105326827	6	GO:0098978
LOC105326827	6	GO:0099055
LOC105326827	6	GO:0099170
LOC105326827	6	GO:0099530
LOC105326827	6	GO:0099553
LOC105326827	6	GO:0099583
LOC105326827	6	GO:1902938
LOC105326827	6	GO:1904646
LOC105326827	6	GO:1990782
LOC105334847	10
LOC117691704	9	GO:0005576
LOC105320766	7	NA
LOC105324965	14	GO:0000228
LOC105324965	14	GO:0003677
LOC105324965	14	GO:0003712
LOC105324965	14	GO:0003713
LOC105324965	14	GO:0005634
LOC105324965	14	GO:0006338
LOC105324965	14	GO:0006357
LOC105324965	14	GO:0016514
LOC105324965	14	GO:0035060
LOC105324965	14	GO:0071564
LOC105324965	14	GO:0071565
