duckID	evalue	LOC
PGEN_.00g033680	8.01E-42	LOC105346976
PGEN_.00g033690	3.86E-34	LOC105330008
PGEN_.00g033700	3.39E-16	LOC105331516
PGEN_.00g033710	7.22E-12	LOC105331516
PGEN_.00g033720	3.51E-49	LOC105317362
PGEN_.00g033730	1.8	LOC105329621
PGEN_.00g033740	0.045	LOC105341555
PGEN_.00g033750	1.15E-67	LOC117692956
PGEN_.00g033770	2.71E-50	LOC105344576
PGEN_.00g033780	6	LOC105335492
PGEN_.00g033790	0.37	LOC105322748
PGEN_.00g033800	0.76	LOC105337190
PGEN_.00g033830	5.6	LOC105325943
PGEN_.00g033840	7.76E-14	LOC117689813
PGEN_.00g033850	0.001	LOC117684040
PGEN_.00g033870	1.30E-123	LOC105330096
PGEN_.00g033880	1.06E-16	LOC105319771
PGEN_.00g033890	2.46E-12	LOC105348653
PGEN_.00g033900	2.25E-55	LOC105318408
PGEN_.00g033910	0.11	LOC105342706
PGEN_.00g033920	2.64E-33	LOC105342816
PGEN_.00g033930	4.4	LOC117690412
PGEN_.00g033940	1.13E-16	LOC105345073
PGEN_.00g033950	4.87E-13	LOC105335757
PGEN_.00g033960	7.87E-77	LOC105326196
PGEN_.00g033970	6.92E-33	LOC105335756
PGEN_.00g033980	9.35E-16	LOC117692043
PGEN_.00g033990	6.35E-13	LOC105318197
PGEN_.00g034000	4.36E-04	LOC105329078
PGEN_.00g034010	0.96	LOC105324990
PGEN_.00g034020	1.47E-05	LOC105327928
PGEN_.00g034030	0.009	LOC105342316
PGEN_.00g034040	2.90E-08	LOC105329078
PGEN_.00g034050	2	LOC117689070
PGEN_.00g034070	3.18E-113	LOC117692026
PGEN_.00g034080	0.002	LOC105328726
PGEN_.00g034090	1.88E-37	LOC105334802
PGEN_.00g034100	0.052	LOC105317886
PGEN_.00g034110	7.31E-14	LOC117688620
PGEN_.00g034120	9.49E-32	LOC105334802
PGEN_.00g034130	4.97E-08	LOC117684452
PGEN_.00g034140	5.09E-53	LOC105331566
PGEN_.00g034150	0.015	LOC109620037
PGEN_.00g034160	6.93E-08	LOC105319123
PGEN_.00g034170	0.11	LOC117688437
PGEN_.00g034180	1.43E-22	LOC105341106
PGEN_.00g034190	1.90E-13	LOC105341106
PGEN_.00g034200	3.26E-07	LOC105323065
PGEN_.00g034210	1.9	LOC117689449
PGEN_.00g034220	7.2	LOC105318875
PGEN_.00g034230	4.77E-22	LOC117685816
PGEN_.00g034240	3.45E-08	LOC105325303
PGEN_.00g034250	2.55E-10	LOC105341107
PGEN_.00g034270	3	LOC105339916
PGEN_.00g034280	9.05E-31	LOC105341107
PGEN_.00g034290	0.001	LOC105341108
PGEN_.00g034300	4.88E-12	LOC105341112
PGEN_.00g034310	0.14	LOC105325055
PGEN_.00g034330	1.7	LOC105345641
PGEN_.00g034340	4.14E-52	LOC117684911
PGEN_.00g034350	1.17E-25	LOC105334520
PGEN_.00g034360	7.03E-12	LOC117682706
PGEN_.00g034370	2.37E-04	LOC105342062
PGEN_.00g034380	0.005	LOC105334520
PGEN_.00g034390	9.48E-36	LOC105320823
PGEN_.00g034400	8.15E-38	LOC105320823
PGEN_.00g034410	3.25E-08	LOC105345273
PGEN_.00g034420	4.42E-45	LOC105332413
PGEN_.00g034430	0.01	LOC105342872
PGEN_.00g034440	2.04E-14	LOC117686363
PGEN_.00g034450	4.44E-64	LOC105334967
PGEN_.00g034460	2.43E-18	LOC105334963
PGEN_.00g034470	1.96E-23	LOC105334794
PGEN_.00g034480	8.67E-20	LOC105334794
PGEN_.00g034500	1.08E-24	LOC117680748
PGEN_.00g034510	8.3	LOC105332629
PGEN_.00g034520	1.7	LOC117690978
PGEN_.00g034530	1.3	LOC105337659
PGEN_.00g034540	2.60E-12	LOC105334520
PGEN_.00g034550	1.7	LOC105325906
PGEN_.00g034560	5.54E-13	LOC105345771
PGEN_.00g034580	2.12E-135	LOC109618360
PGEN_.00g034590	7.80E-23	LOC105348065
PGEN_.00g034600	1.11E-10	LOC105347776
PGEN_.00g034610	1.90E-36	LOC105327945
PGEN_.00g034620	3.24E-58	LOC105332623
PGEN_.00g034630	3.77E-13	LOC105321027
PGEN_.00g034640	1.5	LOC105337541
PGEN_.00g034680	2.16E-34	LOC117689770
PGEN_.00g034690	2.97E-16	LOC105319123
PGEN_.00g034700	1.48E-39	LOC105338303
PGEN_.00g034710	3.55E-35	LOC105338303
PGEN_.00g034720	3.60E-51	LOC105341087
PGEN_.00g034730	2.44E-05	LOC117689102
PGEN_.00g034740	3.28E-70	LOC105332997
PGEN_.00g034750	1.17E-18	LOC105332999
PGEN_.00g034760	0.34	LOC105332999
PGEN_.00g034770	7.01E-63	LOC117692207
PGEN_.00g034780	0	LOC117680709
PGEN_.00g034790	6.00E-23	LOC105345163
PGEN_.00g034800	4.52E-16	LOC105347352
PGEN_.00g034810	4.77E-60	LOC105347348
PGEN_.00g034830	0.31	LOC117682696
PGEN_.00g034840	0.001	LOC105327860
PGEN_.00g034850	2.98E-09	LOC117682310
PGEN_.00g034860	7.16E-09	LOC117682310
PGEN_.00g034870	0.079	LOC117681891
PGEN_.00g034880	0.003	LOC105323822
PGEN_.00g034890	4	LOC105323822
PGEN_.00g034900	1.6	LOC105334797
PGEN_.00g034910	3.02E-78	LOC105319691
PGEN_.00g034920	1.4	LOC105327511
PGEN_.00g034930	6.14E-21	LOC105319690
PGEN_.00g034940	4.87E-20	LOC105319689
PGEN_.00g034950	0.23	LOC105319346
PGEN_.00g034960	1.46E-11	LOC105329606
PGEN_.00g034970	0.007	LOC105337016
PGEN_.00g034980	2.46E-07	LOC117684540
PGEN_.00g034990	8.2	LOC105318482
PGEN_.00g035000	3.52E-36	LOC105347861
PGEN_.00g035010	3.16E-18	LOC105345124
PGEN_.00g035020	0.6	LOC105333116
PGEN_.00g035060	3.31E-62	LOC105325430
PGEN_.00g035070	0.01	LOC105332893
PGEN_.00g035080	0.53	LOC105342186
PGEN_.00g035090	7.2	LOC105317365
PGEN_.00g035100	1.54E-22	LOC117684614
PGEN_.00g035110	2.44E-05	LOC105319283
PGEN_.00g035120	4.70E-15	LOC105343801
PGEN_.00g035130	3.66E-11	LOC117685499
PGEN_.00g035140	1.08E-11	LOC105343802
PGEN_.00g035150	5.18E-46	LOC105343802
PGEN_.00g035160	1.96E-17	LOC117689376
PGEN_.00g035170	3.28E-103	LOC117681198
PGEN_.00g035180	6.67E-37	LOC105343797
PGEN_.00g035190	6.24E-48	LOC117690224
PGEN_.00g035200	0.003	LOC105330488
PGEN_.00g035210	2.98E-17	LOC105345244
PGEN_.00g035220	1.4	LOC117690781
PGEN_.00g035230	3.19E-116	LOC105322940
PGEN_.00g035240	2.26E-04	LOC105338321
PGEN_.00g035250	1.29E-14	LOC105348651
PGEN_.00g035260	0.29	LOC117687387
PGEN_.00g035270	0.54	LOC105345023
PGEN_.00g035280	2.03E-35	LOC105348651
PGEN_.00g035290	9.9	LOC105317629
PGEN_.00g035300	4.2	LOC105329400
PGEN_.00g035310	2.9	LOC105335245
PGEN_.00g035320	0.87	LOC105334429
PGEN_.00g035330	2.43E-76	LOC105339128
PGEN_.00g035340	3.20E-68	LOC105342343
PGEN_.00g035350	0.22	LOC117687978
PGEN_.00g035360	6.04E-93	LOC105330918
PGEN_.00g035370	1.56E-11	LOC105327179
PGEN_.00g035380	1.50E-26	LOC105343100
PGEN_.00g035390	4.57E-05	LOC117688116
PGEN_.00g035400	3.97E-103	LOC105322089
PGEN_.00g035420	2.95E-16	LOC117692933
PGEN_.00g035430	1.70E-13	LOC105321959
PGEN_.00g035440	3.56E-08	LOC105321959
PGEN_.00g035450	0.002	LOC105341834
PGEN_.00g035460	1.6	LOC105333700
PGEN_.00g035470	0.82	LOC105328752
PGEN_.00g035490	4.51E-13	LOC117692043
PGEN_.00g035500	2.4	LOC117692472
PGEN_.00g035510	1.28E-13	LOC105327932
PGEN_.00g035520	3.7	LOC105318228
PGEN_.00g035530	3.83E-20	LOC117690915
PGEN_.00g035540	1.09E-105	LOC109618848
PGEN_.00g035550	7	LOC105340800
PGEN_.00g035560	1.5	LOC109619929
PGEN_.00g035580	0	LOC117686229
PGEN_.00g035590	5.14E-10	LOC117690467
PGEN_.00g035600	1.9	LOC105339670
PGEN_.00g035610	0.014	LOC105318055
PGEN_.00g035620	0.073	LOC117692933
PGEN_.00g035630	6.86E-53	LOC105347053
PGEN_.00g035640	2.48E-31	LOC105329798
PGEN_.00g035650	6.68E-10	LOC105324448
PGEN_.00g035670	2	LOC105341132
PGEN_.00g035680	0.43	LOC105337382
PGEN_.00g035690	1.03E-79	LOC105320752
PGEN_.00g035700	2.59E-37	LOC105344562
PGEN_.00g035710	3.17E-37	LOC105344562
PGEN_.00g035720	3.17E-57	LOC105327877
PGEN_.00g035730	1.97E-56	LOC105323976
PGEN_.00g035750	5.19E-33	LOC105341467
PGEN_.00g035760	3.19E-25	LOC105335784
PGEN_.00g035770	1.35E-19	LOC105335784
PGEN_.00g035780	6.66E-10	LOC105335784
PGEN_.00g035790	2.92E-14	LOC105335784
PGEN_.00g035800	3.44E-07	LOC117683435
PGEN_.00g035810	4.25E-04	LOC105347059
PGEN_.00g035820	3.24E-05	LOC105347059
PGEN_.00g035830	0.027	LOC105348958
PGEN_.00g035840	8.15E-24	LOC105333580
PGEN_.00g035850	0.019	LOC105338722
PGEN_.00g035870	3.1	LOC117687137
PGEN_.00g035890	6.08E-05	LOC105334632
PGEN_.00g035900	8.92E-134	LOC105334632
PGEN_.00g035910	4.79E-35	LOC105328525
PGEN_.00g035920	1.14E-05	LOC117685910
PGEN_.00g035930	3.52E-06	LOC117685910
PGEN_.00g035940	5.5	LOC105342220
PGEN_.00g035950	1.49E-05	LOC105321009
PGEN_.00g035960	6.4	LOC105324292
PGEN_.00g035970	3.3	LOC117685816
PGEN_.00g035980	1.8	LOC117684386
PGEN_.00g035990	1	LOC105346486
PGEN_.00g036000	0.57	LOC117689136
PGEN_.00g036010	0.057	LOC105321023
PGEN_.00g036020	0.12	LOC105328002
PGEN_.00g036030	0.47	LOC105344565
PGEN_.00g036040	3.26E-06	LOC105328526
PGEN_.00g036050	0.47	LOC105345498
PGEN_.00g036060	1.24E-23	LOC105331513
PGEN_.00g036070	6.29E-05	LOC117684298
PGEN_.00g036080	4.57E-18	LOC105328522
PGEN_.00g036090	0	LOC105335968
PGEN_.00g036100	5.04E-24	LOC117684911
PGEN_.00g036110	8.2	LOC105338310
PGEN_.00g036120	6.37E-30	LOC105335966
PGEN_.00g036130	1.27E-45	LOC105335975
PGEN_.00g036140	0	LOC105340468
PGEN_.00g036150	1.06E-04	LOC117683107
PGEN_.00g036160	0.34	LOC105339699
PGEN_.00g036170	4.53E-04	LOC117685910
PGEN_.00g036180	3.05E-86	LOC105337388
PGEN_.00g036190	0.006	LOC117692956
PGEN_.00g036200	2.3	LOC105340210
PGEN_.00g036220	1.7	LOC105327587
PGEN_.00g036230	1.08E-12	LOC117691890
PGEN_.00g036240	0.002	LOC117692933
PGEN_.00g036250	2.65E-16	LOC105319135
PGEN_.00g036260	2.18E-13	LOC105319133
PGEN_.00g036270	5.6	LOC105345793
PGEN_.00g036280	6.22E-160	LOC105319134
PGEN_.00g036290	5.03E-13	LOC117689107
PGEN_.00g036300	1.86E-48	LOC105345684
PGEN_.00g036310	0.39	LOC105339175
PGEN_.00g036320	0.41	LOC117680782
PGEN_.00g036330	0.005	LOC105342053
PGEN_.00g036340	5.76E-06	LOC105325202
PGEN_.00g036350	5.41E-17	LOC117683455
PGEN_.00g036360	3.68E-17	LOC117690904
PGEN_.00g036370	1	LOC105336411
PGEN_.00g036380	6.04E-19	LOC105331762
PGEN_.00g036390	4.21E-13	LOC117680974
PGEN_.00g036400	1.77E-10	LOC117692217
PGEN_.00g036410	3.30E-04	LOC105337159
PGEN_.00g036420	2.50E-05	LOC105318372
PGEN_.00g036430	2.66E-13	LOC105342816
PGEN_.00g036440	9.82E-07	LOC105322206
PGEN_.00g036450	1.63E-168	LOC105325571
PGEN_.00g036460	2.5	LOC117683104
PGEN_.00g036470	1.52E-36	LOC105337388
PGEN_.00g036480	3.5	LOC105317345
PGEN_.00g036490	2.07E-07	LOC117684938
PGEN_.00g036500	2.59E-33	LOC117681115
PGEN_.00g036510	2	LOC105327272
PGEN_.00g036520	0.001	LOC105342498
PGEN_.00g036530	0.42	LOC105330410
PGEN_.00g036540	0.8	LOC105323235
PGEN_.00g036550	8.33E-15	LOC105334119
PGEN_.00g036560	0.001	LOC117680966
PGEN_.00g036570	1.03E-07	LOC105322176
PGEN_.00g036580	0.73	LOC117690767
PGEN_.00g036590	4.41E-08	LOC117680966
PGEN_.00g036600	0.065	LOC105335874
PGEN_.00g036610	0.003	LOC117683093
PGEN_.00g036620	5.50E-31	LOC117684685
PGEN_.00g036630	0.89	LOC105333953
PGEN_.00g036640	1.06E-15	LOC105326093
PGEN_.00g036650	8	LOC117685364
PGEN_.00g036660	0.001	LOC105342498
PGEN_.00g036670	0.27	LOC105326585
PGEN_.00g036680	3.74E-19	LOC105347313
PGEN_.00g036690	1.01E-32	LOC105320884
PGEN_.00g036700	5.29E-12	LOC117685223
PGEN_.00g036710	0.001	LOC117685851
PGEN_.00g036720	3.90E-21	LOC105322743
PGEN_.00g036730	9.11E-19	LOC117686776
PGEN_.00g036740	9.23E-128	LOC105335138
PGEN_.00g036750	4.02E-09	LOC117684209
PGEN_.00g036760	2.20E-58	LOC105343682
PGEN_.00g036770	8.3	LOC117690195
PGEN_.00g036780	4.75E-37	LOC105336110
PGEN_.00g036790	7.42E-17	LOC105328733
PGEN_.00g036810	2.83E-24	LOC105320311
PGEN_.00g036820	2.93E-48	LOC105328735
PGEN_.00g036830	4.48E-30	LOC105331660
PGEN_.00g036840	7.60E-17	LOC105317360
PGEN_.00g036850	9.2	LOC105337878
PGEN_.00g036860	0.21	LOC105334532
PGEN_.00g036870	5.63E-73	LOC105348086
PGEN_.00g036880	6.09E-28	LOC105347222
PGEN_.00g036890	1.63E-33	LOC105347222
PGEN_.00g036900	0.68	LOC105328800
PGEN_.00g036910	2.56E-46	LOC105320877
PGEN_.00g036920	9.76E-11	LOC117683304
PGEN_.00g036930	2.45E-15	LOC105341158
PGEN_.00g036940	1.52E-18	LOC105332183
PGEN_.00g036950	0.053	LOC105342816
PGEN_.00g036960	3.06E-45	LOC117689952
PGEN_.00g036970	1.37E-06	LOC105345447
PGEN_.00g036980	5.80E-117	LOC105322558
PGEN_.00g036990	3.22E-34	LOC105337196
PGEN_.00g037000	5.37E-15	LOC105344229
PGEN_.00g037010	2.72E-37	LOC105317543
PGEN_.00g037020	5.23E-30	LOC105337341
PGEN_.00g037030	4.88E-39	LOC105335754
PGEN_.00g037040	1.17E-13	LOC105335754
PGEN_.00g037050	4.33E-06	LOC105334028
PGEN_.00g037060	0.001	LOC105325303
PGEN_.00g037070	9.06E-16	LOC105347358
PGEN_.00g037080	1.33E-09	LOC117684517
PGEN_.00g037090	3.62E-56	LOC117684831
PGEN_.00g037100	9.48E-65	LOC105331660
PGEN_.00g037110	1.29E-62	LOC105321015
PGEN_.00g037120	0.11	LOC105343886
PGEN_.00g037130	6.85E-29	LOC105321607
PGEN_.00g037140	8.77E-44	LOC117684911
PGEN_.00g037150	2.82E-15	LOC105321473
PGEN_.00g037160	8.18E-21	LOC105344801
PGEN_.00g037170	1.55E-136	LOC105344800
PGEN_.00g037180	1.32E-58	LOC105340501
PGEN_.00g037190	9.72E-09	LOC105340501
PGEN_.00g037200	0.033	LOC117692956
PGEN_.00g037220	6.34E-43	LOC105325431
PGEN_.00g037230	5.88E-45	LOC105335476
PGEN_.00g037250	1.2	LOC105319678
PGEN_.00g037260	2.4	LOC105339097
PGEN_.00g037270	5.38E-04	LOC105346311
PGEN_.00g037280	6.62E-24	LOC117692028
PGEN_.00g037290	0.011	LOC105329214
PGEN_.00g037300	9.72E-15	LOC105328796
PGEN_.00g037310	6.89E-82	LOC105320044
PGEN_.00g037320	0.13	LOC117680415
PGEN_.00g037340	0.017	LOC105319123
PGEN_.00g037350	3.44E-36	LOC117692930
PGEN_.00g037360	2.98E-06	LOC105331660
PGEN_.00g037370	7.27E-39	LOC105340715
PGEN_.00g037380	1.38E-17	LOC105348647
PGEN_.00g037400	1.7	LOC105342151
PGEN_.00g037410	4.80E-17	LOC109618360
PGEN_.00g037420	1.90E-22	LOC109619288
PGEN_.00g037430	5.22E-09	LOC117685317
PGEN_.00g037440	1.82E-08	LOC117683682
PGEN_.00g037450	5.08E-09	LOC105348066
PGEN_.00g037460	0.019	LOC105324448
PGEN_.00g037470	5.5	LOC105342131
PGEN_.00g037480	6.01E-31	LOC105335578
PGEN_.00g037490	8.55E-24	LOC105336554
PGEN_.00g037510	1.3	LOC105336881
PGEN_.00g037530	1.87E-12	LOC117689953
PGEN_.00g037540	1.04E-19	LOC117692101
PGEN_.00g037550	3.38E-48	LOC117692930
PGEN_.00g037560	1.06E-84	LOC105348960
PGEN_.00g037570	0.02	LOC105343710
PGEN_.00g037580	1.56E-64	LOC105336840
PGEN_.00g037600	3.57E-32	LOC117684502
PGEN_.00g037610	2.32E-114	LOC109619763
PGEN_.00g037620	7.66E-97	LOC109619763
PGEN_.00g037630	0	LOC105340320
PGEN_.00g037640	1.95E-11	LOC105321473
PGEN_.00g037650	1.22E-19	LOC105322303
PGEN_.00g037660	0.69	LOC105326535
PGEN_.00g037670	1.69E-06	LOC105322492
PGEN_.00g037680	10	LOC105318165
PGEN_.00g037690	0.07	LOC109618360
PGEN_.00g037700	2.69E-06	LOC105348059
PGEN_.00g037710	9.74E-06	LOC105348060
PGEN_.00g037720	0.3	LOC105348060
PGEN_.00g037730	2.59E-83	LOC117684911
PGEN_.00g037740	7.05E-16	LOC105348061
PGEN_.00g037750	8.34E-05	LOC117684237
PGEN_.00g037760	6.69E-04	LOC105324035
PGEN_.00g037770	1.29E-21	LOC105348062
PGEN_.00g037780	3.47E-25	LOC105348064
PGEN_.00g037790	1.93E-57	LOC105338425
PGEN_.00g037800	2.34E-12	LOC105325642
PGEN_.00g037810	6.77E-103	LOC105345096
PGEN_.00g037820	0.47	LOC105324922
PGEN_.00g037830	0.43	LOC105322328
PGEN_.00g037840	1.69E-32	LOC105317364
PGEN_.00g037850	3.86E-35	LOC105334982
PGEN_.00g037870	1.09E-11	LOC105334982
PGEN_.00g037880	2.48E-09	LOC117682121
PGEN_.00g037890	0.1	LOC105319744
PGEN_.00g037900	9.27E-42	LOC105334982
PGEN_.00g037910	0.003	LOC105347962
PGEN_.00g037930	7.16E-49	LOC105337384
PGEN_.00g037940	3.95E-26	LOC105341454
PGEN_.00g037950	2.07E-05	LOC105328756
PGEN_.00g037960	6.54E-36	LOC105320981
PGEN_.00g037980	5.2	LOC105339560
PGEN_.00g037990	0.79	LOC105335862
PGEN_.00g038010	0.002	LOC105341213
PGEN_.00g038020	1.94E-10	LOC105341208
PGEN_.00g038030	7.89E-46	LOC105341208
PGEN_.00g038040	4.16E-07	LOC105323065
PGEN_.00g038050	3.05E-12	LOC117690878
PGEN_.00g038060	2.16E-16	LOC117690878
PGEN_.00g038070	1.01E-08	LOC105323065
PGEN_.00g038080	2.00E-10	LOC117690878
PGEN_.00g038090	2.66E-05	LOC105341208
PGEN_.00g038100	3.94E-32	LOC105341267
PGEN_.00g038110	9.15E-32	LOC105321629
PGEN_.00g038120	1.83E-126	LOC105337391
PGEN_.00g038130	8.77E-61	LOC105334520
PGEN_.00g038140	3.64E-23	LOC105348963
PGEN_.00g038150	3.29E-38	LOC117681115
PGEN_.00g038160	5.35E-131	LOC105341115
PGEN_.00g038170	8.1	LOC117687090
PGEN_.00g038180	1	LOC117688411
PGEN_.00g038190	9.66E-44	LOC117682329
PGEN_.00g038200	1.8	LOC105321724
PGEN_.00g038210	5.61E-09	LOC105345363
PGEN_.00g038220	1.81E-12	LOC105339898
PGEN_.00g038240	8.35E-74	LOC117682998
PGEN_.00g038250	2.38E-59	LOC105331660
PGEN_.00g038290	3.45E-08	LOC105324448
PGEN_.00g038300	0.001	LOC117686177
PGEN_.00g038310	1.3	LOC105322925
PGEN_.00g038320	4.25E-14	LOC105346918
PGEN_.00g038330	2.14E-09	LOC117681801
PGEN_.00g038340	7.93E-16	LOC105343488
PGEN_.00g038350	2.41E-27	LOC105331159
PGEN_.00g038360	9.61E-27	LOC105338320
PGEN_.00g038370	6.28E-43	LOC105334577
PGEN_.00g038380	5.04E-22	LOC105334590
PGEN_.00g038390	1.5	LOC117682351
PGEN_.00g038400	2.58E-49	LOC117681191
PGEN_.00g038410	1.36E-36	LOC105338166
PGEN_.00g038420	9.4	LOC117692257
PGEN_.00g038430	5.74E-19	LOC105319201
PGEN_.00g038440	2.3	LOC117680964
PGEN_.00g038450	8.98E-105	LOC105324861
PGEN_.00g038460	4.26E-16	LOC117692717
PGEN_.00g038480	1.30E-20	LOC117690888
PGEN_.00g038490	1.81E-17	LOC105322262
PGEN_.00g038500	1.84E-13	LOC105321473
PGEN_.00g038510	5.58E-60	LOC105323351
PGEN_.00g038520	1.08E-16	LOC105324290
PGEN_.00g038530	4.19E-39	LOC105323273
PGEN_.00g038540	7.15E-28	LOC105323265
PGEN_.00g038550	1.89E-21	LOC105323288
PGEN_.00g038560	2.76E-07	LOC105323288
PGEN_.00g038570	3.72E-10	LOC105345917
PGEN_.00g038580	1.51E-09	LOC105337677
PGEN_.00g038590	3.92E-12	LOC117692056
PGEN_.00g038600	1.67E-95	LOC117688645
PGEN_.00g038610	0.019	LOC105334261
PGEN_.00g038620	1.50E-08	LOC117691890
PGEN_.00g038630	1.46E-44	LOC105325586
PGEN_.00g038640	2.47E-12	LOC117684502
PGEN_.00g038650	2.52E-26	LOC105335786
PGEN_.00g038660	1.18E-16	LOC105335788
PGEN_.00g038670	2.37E-100	LOC105332475
PGEN_.00g038680	9.19E-06	LOC105324448
PGEN_.00g038690	0.38	LOC105317539
PGEN_.00g038700	1.48E-04	LOC105342498
PGEN_.00g038710	6.03E-45	LOC105324448
PGEN_.00g038720	2.71E-09	LOC105329481
PGEN_.00g038730	0.003	LOC105317539
PGEN_.00g038740	1.46E-82	LOC105320752
PGEN_.00g038750	5.72E-33	LOC117685633
PGEN_.00g038760	6.23E-15	LOC105326836
PGEN_.00g038770	2.21E-28	LOC105343813
PGEN_.00g038780	6.00E-17	LOC105343819
PGEN_.00g038790	3.53E-10	LOC105343827
PGEN_.00g038800	8.96E-07	LOC117685959
PGEN_.00g038810	0.24	LOC105341257
PGEN_.00g038820	4.34E-18	LOC105341698
PGEN_.00g038830	7.3	LOC105328580
PGEN_.00g038840	2.1	LOC105346570
PGEN_.00g038850	7.10E-58	LOC105347682
PGEN_.00g038860	6.07E-37	LOC105345163
PGEN_.00g038890	4.17E-10	LOC105327966
PGEN_.00g038910	7.01E-11	LOC105343605
PGEN_.00g038920	4.76E-06	LOC117681794
PGEN_.00g038940	3.06E-05	LOC117681729
PGEN_.00g038950	1.09E-08	LOC117682527
PGEN_.00g038960	1.01E-141	LOC117684587
PGEN_.00g038970	0.26	LOC117691998
PGEN_.00g038980	1.45E-13	LOC117687353
PGEN_.00g038990	1.11E-45	LOC117682366
PGEN_.00g039010	6.6	LOC105342396
PGEN_.00g039020	1.67E-12	LOC105331660
PGEN_.00g039030	3.87E-10	LOC105340332
PGEN_.00g039050	7.03E-09	LOC105322546
PGEN_.00g039060	6.39E-06	LOC105338321
PGEN_.00g039070	4.75E-16	LOC117692933
PGEN_.00g039080	0.78	LOC105342777
PGEN_.00g039090	9.04E-11	LOC105334791
PGEN_.00g039100	1.88E-16	LOC105334791
PGEN_.00g039110	1.8	LOC105327514
PGEN_.00g039120	2.04E-22	LOC105327248
PGEN_.00g039130	5.64E-15	LOC105329466
PGEN_.00g039140	4.26E-32	LOC105340335
PGEN_.00g039150	5.01E-56	LOC105334011
PGEN_.00g039160	0.27	LOC105318293
PGEN_.00g039180	2.68E-59	LOC105341461
PGEN_.00g039190	9.4	LOC105330392
PGEN_.00g039210	1.3	LOC105323132
PGEN_.00g039220	5.19E-18	LOC105320828
PGEN_.00g039230	4.55E-12	LOC105323152
PGEN_.00g039240	1.54E-43	LOC105343340
PGEN_.00g039250	7.57E-31	LOC105343340
PGEN_.00g039260	2.81E-59	LOC105343340
PGEN_.00g039270	8.69E-45	LOC105345684
PGEN_.00g039280	6.6	LOC105322557
PGEN_.00g039290	2.53E-16	LOC105347776
PGEN_.00g039300	3.11E-27	LOC105333900
PGEN_.00g039310	0.29	LOC105320632
PGEN_.00g039320	2.25E-18	LOC105328519
PGEN_.00g039330	7.8	LOC117691136
PGEN_.00g039340	1.63E-11	LOC117690265
PGEN_.00g039350	3.53E-38	LOC105339175
PGEN_.00g039360	6.78E-28	LOC105331507
PGEN_.00g039370	1.56E-12	LOC105322303
PGEN_.00g039380	9.39E-125	LOC117686416
PGEN_.00g039390	2.20E-36	LOC105327500
PGEN_.00g039400	1.29E-120	LOC105319276
PGEN_.00g039410	2.75E-21	LOC105321473
PGEN_.00g039420	2.59E-10	LOC105321942
PGEN_.00g039430	3.29E-29	LOC117687127
PGEN_.00g039440	2.25E-103	LOC117686416
PGEN_.00g039450	6.26E-52	LOC105317639
PGEN_.00g039460	4.72E-44	LOC105329608
PGEN_.00g039470	6.19E-43	LOC117684452
PGEN_.00g039480	3.98E-04	LOC117690300
PGEN_.00g039490	2.6	LOC105333249
PGEN_.00g039500	1.38E-10	LOC105318097
PGEN_.00g039510	5.40E-53	LOC105332566
PGEN_.00g039520	1.20E-09	LOC109620001
PGEN_.00g039530	0.14	LOC117688510
PGEN_.00g039540	0.37	LOC105320280
PGEN_.00g039550	3.1	LOC105333086
PGEN_.00g039560	0.56	LOC117692304
PGEN_.00g039570	0.074	LOC105338650
PGEN_.00g039580	6.68E-128	LOC105318033
PGEN_.00g039600	1.50E-22	LOC105341115
PGEN_.00g039610	0.003	LOC117682468
PGEN_.00g039620	1.02E-45	LOC117681429
PGEN_.00g039630	5.5	LOC117690842
PGEN_.00g039640	1.30E-76	LOC105325609
PGEN_.00g039650	0.22	LOC117689622
PGEN_.00g039660	6.7	LOC105329886
PGEN_.00g039670	0.054	LOC105333111
PGEN_.00g039680	2.54E-51	LOC117690466
PGEN_.00g039690	8.8	LOC105336711
PGEN_.00g039700	1.4	LOC105328698
PGEN_.00g039710	1.44E-07	LOC117689813
PGEN_.00g039720	1.14E-12	LOC117683876
PGEN_.00g039730	6.00E-10	LOC105341057
PGEN_.00g039740	7.33E-35	LOC105330350
PGEN_.00g039750	1.17E-52	LOC105331900
PGEN_.00g039760	6.66E-28	LOC105340378
PGEN_.00g039770	3.65E-47	LOC117692259
PGEN_.00g039780	0.022	LOC105344515
PGEN_.00g039790	1.84E-15	LOC105324448
PGEN_.00g039800	2.91E-10	LOC105318878
PGEN_.00g039810	4.50E-07	LOC105325605
PGEN_.00g039820	5.98E-48	LOC105325605
PGEN_.00g039830	8.91E-23	LOC105325605
PGEN_.00g039840	4.35E-11	LOC105347157
PGEN_.00g039850	2.64E-19	LOC105323364
PGEN_.00g039860	6.91E-23	LOC105329758
PGEN_.00g039870	2.9	LOC105325024
PGEN_.00g039880	5.8	LOC105348896
PGEN_.00g039890	3.50E-15	LOC105345162
PGEN_.00g039900	1.23E-38	LOC105322550
PGEN_.00g039910	3.23E-49	LOC105323237
PGEN_.00g039920	7.20E-24	LOC105341699
PGEN_.00g039930	4.82E-26	LOC105341700
PGEN_.00g039940	9.38E-13	LOC117684106
PGEN_.00g039950	1.10E-43	LOC117684040
PGEN_.00g039960	1.14E-57	LOC105329472
PGEN_.00g039970	3.55E-47	LOC105329474
PGEN_.00g039980	5.17E-17	LOC109619690
PGEN_.00g039990	1.46E-106	LOC105341996
